competition,result,round,group,rane,finish,athlete_id,tournament_id,grade,established_date,information,condition,official
man_5000m,"",OP,4,23,"",107,436,b3,2017-09-15,DNF,,false
man_5000m,1044160,OP,4,24,22,162,436,b1,2017-09-15,,,false
man_5000m,1024640,OP,4,21,17,158,436,b1,2017-09-15,PB,,false
man_5000m,1015110,タイムレース,1,3,23,93,436,b4,2017-09-15,,,false
man_5000m,993080,タイムレース,1,22,17,99,436,b4,2017-09-15,,,false
man_5000m,989510,タイムレース,2,32,30,106,436,b3,2017-09-15,,,false
man_1500m,268110,記録会,3,12,"",99,437,b4,2017-09-30,,,false
woman_800m,172960,記録会,1,5,"",161,437,b1,2017-09-30,,,false
man_5000m,1144400,記録会,2,8,"",107,437,b3,2017-09-30,,,false
man_5000m,1113990,記録会,2,9,"",98,437,b4,2017-09-30,,,false
man_5000m,1039370,記録会,2,10,"",158,437,b1,2017-09-30,,,false
man_5000m,1069790,記録会,2,11,"",162,437,b1,2017-09-30,,,false
man_5000m,1061660,記録会,3,26,"",111,437,b2,2017-09-30,,,false
man_5000m,988710,記録会,4,24,10,99,437,b4,2017-09-30,,,false
man_5000m,1007350,記録会,4,23,17,108,437,b3,2017-09-30,,,false
man_5000m,"",記録会,5,19,"",93,437,b4,2017-09-30,DNS,,false
man_5000m,"",記録会,5,18,"",106,437,b3,2017-09-30,DNS,,false
man_800m,"",ミドルディスタンス,3,"","",93,438,b4,2017-10-21,DNS,,false
man_800m,126550,ミドルディスタンス,3,6,3,102,438,b4,2017-10-21,619,雨,false
man_800m,133500,ミドルディスタンス,4,2,5,158,438,b1,2017-10-21,478,雨,false
man_800m,137330,ミドルディスタンス,4,7,6,99,438,b4,2017-10-21,409,雨,false
man_1500m,"",ミドルディスタンス,2,1,"",102,438,b4,2017-10-21,DNS,,false
man_1500m,276160,ミドルディスタンス,2,20,8,158,438,b1,2017-10-21,481,雨,false
man_1500m,278570,ミドルディスタンス,3,10,1,99,438,b4,2017-10-21,460,雨,false
man_1500m,"",,"","","",93,438,b4,2017-10-21,DNS,,false
man_1500m,314690,十種,"","","",101,439,b4,2017-11-04,478,5356,false
man_5000m,1117130,記録会,"","","",98,440,b4,2017-11-04,,,false
man_5000m,1119440,記録会,"","","",107,440,b3,2017-11-04,,,false
man_5000m,1053100,記録会,"","","",158,440,b1,2017-11-04,,,false
man_5000m,1049640,記録会,"","","",111,440,b2,2017-11-04,,,false
man_5000m,975370,記録会,"","","",99,440,b4,2017-11-04,,,false
man_5000m,980160,記録会,"","","",108,440,b3,2017-11-04,,,false
man_1500m,261340,記録会,"","","",93,440,b4,2017-11-04,,,false
man_1500m,267940,記録会,"","","",99,440,b4,2017-11-04,,,false
man_5000m,967460,記録会,"","","",93,440,b4,2017-11-04,,,false
man_5000m,986800,記録会,7,"","",99,441,b4,2017-11-11,,,false
man_5000m,996050,記録会,9,"","",93,441,b4,2017-11-11,,,false
man_800m,121560,タイムレース,1,"","",163,429,b1,2017-06-25,,,false
man_800m,124420,タイムレース,1,"","",102,429,b4,2017-06-25,,,false
man_5000m,1090320,,"","","",158,442,b1,2018-03-23,,,false
man_5000m,1075970,,"","","",162,442,b1,2018-03-23,,,false
man_5000m,1103880,,"","","",107,442,b3,2018-03-23,,,false
man_5000m,1059730,,"","","",106,442,b3,2018-03-23,,,false
man_5000m,975880,,"","","",108,442,b3,2018-03-23,,,false
woman_1500m,356680,,"","","",161,442,b1,2018-03-23,,,false
man_5000m,1093010,記録会,1,4,12,107,444,b4,2018-05-05,,,false
man_5000m,1084510,記録会,1,5,11,158,444,b2,2018-05-05,,,false
man_5000m,1040290,記録会,1,6,4,162,444,b2,2018-05-05,,,false
man_5000m,970840,記録会,2,9,13,106,444,b4,2018-05-05,,,false
man_5000m,1005090,記録会,2,10,18,108,444,b4,2018-05-05,,,false
woman_1500m,363560,記録会,1,15,15,161,444,b2,2018-05-05,,,false
man_1500m,280580,十種,"","","",109,444,b3,2018-05-05,,,false
man_1500m,271920,十種,1,7,1,109,445,b3,2018-05-24,混成電通大記録 PB,総合得点5824点,false
man_800m,130250,OP,4,4,"",158,446,b2,2018-06-09,,,false
man_800m,134050,OP,4,6,"",162,446,b2,2018-06-09,,,false
man_5000m,1111340,OP,2,13,"",162,446,b2,2018-06-09,,,false
man_5000m,1135880,OP,2,12,"",158,446,b2,2018-06-09,,,false
woman_800m,172070,OP,10,8,"",161,446,b2,2018-06-09,,,false
man_5000m,1039010,決勝,1,1,"",162,447,b2,2018-06-24,,,false
man_5000m,981010,決勝,1,6,"",108,447,b4,2018-06-24,,,false
man_5000m,950030,決勝,1,7,"",106,447,b4,2018-06-24,,,false
man_5000m,1101400,OP,1,4,"",107,447,b4,2018-06-24,,,false
man_5000m,1023370,OP,1,19,"",158,447,b2,2018-06-24,,,false
woman_800m,"",,"","","",161,447,b2,2018-06-24,DNS,,false
man_1500m,"",,"","","",158,448,b2,2018-07-21,DNS,,false
man_1500m,"",,"","","",106,448,b4,2018-07-21,DNS,,false
man_5000m,1004070,,"","","",108,448,b4,2018-07-21,,,false
