competition,result,wind,round,finish,athlete_id,tournament_id,grade,established_date,information,condition,official
man_SP,9.63,"",ベーシック三種,2,155,438,b1,2017-10-21,506,雨,true
man_SP,"","",ベーシック三種,"",110,438,b2,2017-10-21,DNS,,true
man_SP,"","",ベーシック三種,"",109,438,b2,2017-10-21,DNS,,true
man_SP,"","",ベーシック三種,"",154,438,b1,2017-10-21,DNS,,true
man_SP,"","",,"",100,438,b4,2017-10-21,DNS,,true
man_LJ,"","",,"",110,439,b2,2017-11-04,DNS,,true
man_TJ,"","",,"",110,439,b2,2017-11-04,DNS,,true
man_SP,10.17,"",記録会,"",155,439,b1,2017-11-04,,,true
man_SP,7.19,"",記録会,"",109,439,b2,2017-11-04,,,true
man_DT,32.21,"",記録会,"",94,439,b4,2017-11-04,,,true
man_JT,40.62,"",記録会,"",155,439,b1,2017-11-04,,,true
man_LJ,6.55,1.1,十種,"",101,439,b4,2017-11-04,709,,true
man_SP,8.01,"",十種,"",101,439,b4,2017-11-04,367,,true
man_DT,23.7,"",十種,"",101,439,b4,2017-11-04,342,,true
man_PJ,"","",十種,"",101,439,b4,2017-11-04,NM,,true
man_JT,39.75,"",十種,"",101,439,b4,2017-11-04,電通大五傑更新 439,,true
man_HJ,1.65,"",十種,"",101,439,b4,2017-11-04,電通大五傑,,true
man_LJ,6.11,1.0,,"",110,442,b2,2018-03-23,,,true
man_LJ,"","",,"",154,442,b1,2018-03-23,DNS,,true
man_LJ,"","",,"",109,442,b2,2018-03-23,DNS,,true
man_TJ,"","",,"",110,442,b2,2018-03-23,DNS,,true
man_SP,10.22,"",,"",155,442,b1,2018-03-23,,,true
man_SP,10.09,"",,"",94,442,b4,2018-03-23,,,true
man_DT,31.38,"",,"",94,442,b4,2018-03-23,,,true
man_JT,45.23,"",,"",155,442,b1,2018-03-23,PB,,true
man_LJ,6.86,0.7,記録会,8,110,444,b3,2018-05-05,,,true
man_SP,11.23,"",記録会,9,94,444,m1,2018-05-05,PB 関東インカレB標準突破！,,true
man_DT,33.81,"",記録会,12,94,444,m1,2018-05-05,PB　関東インカレB標準突破！,,true
man_JT,48.86,"",記録会,18,155,444,b2,2018-05-05,PB,,true
man_LJ,6.47,-14.0,十種,"",109,444,b3,2018-05-05,,,true
man_SP,8.44,"",十種,"",109,444,b3,2018-05-05,PB,,true
man_HJ,1.96,"",十種,"",109,444,b3,2018-05-05,PB 電通大記録,,true
man_DT,21.9,"",十種,"",109,444,b3,2018-05-05,PB,,true
man_PJ,2.8,"",十種,"",109,444,b3,2018-05-05,,,true
man_JT,37.88,"",十種,"",109,444,b3,2018-05-05,PB,,true
man_SP,10.3,"",,10,155,444,b2,2018-05-05,PB,,true
man_SP,11.08,"",決勝,2,94,445,m1,2018-05-24,,,true
man_DT,32.18,"",決勝,4,94,445,m1,2018-05-24,,,true
man_LJ,6.61,0.8,十種,4,109,445,b3,2018-05-24,,,true
man_SP,8.17,"",十種,15,109,445,b3,2018-05-24,,,true
man_HJ,1.9,"",十種,2,109,445,b3,2018-05-24,,,true
man_DT,24.32,"",十種,11,109,445,b3,2018-05-24,PB,,true
man_PJ,3.0,"",十種,11,109,445,b3,2018-05-24,,,true
man_JT,40.58,"",十種,10,109,445,b3,2018-05-24,PB,,true
man_HJ,1.9,"",決勝,5,109,446,b3,2018-06-09,,,true
man_LJ,7.07,0.1,決勝,2,110,446,b3,2018-06-09,電通大記録 PB 関東インカレB標準突破,,true
man_TJ,13.26,1.6,決勝,"",110,446,b3,2018-06-09,,,true
man_SP,10.29,"",決勝,7,155,446,b2,2018-06-09,,,true
man_SP,10.51,"",決勝,6,94,446,m1,2018-06-09,,,true
man_DT,24.29,"",決勝,"",155,446,b2,2018-06-09,,,true
man_DT,34.96,"",決勝,1,94,446,m1,2018-06-09,,,true
man_JT,44.37,"",決勝,"",155,446,b2,2018-06-09,,,true
man_JT,47.6,"",決勝,5,94,446,m1,2018-06-09,,,true
man_HJ,1.9,"",決勝,4,109,447,b3,2018-06-24,,,true
man_LJ,5.82,-0.9,決勝,"",154,447,b2,2018-06-24,,,true
man_LJ,6.69,0.9,決勝,4,109,447,b3,2018-06-24,PB,,true
man_LJ,7.28,1.2,決勝,1,110,447,b3,2018-06-24,電通大記録 PB 関東インカレA標準突破 大会記録,,true
man_TJ,13.29,0.8,決勝,7,110,447,b3,2018-06-24,,,true
man_SP,10.11,"",決勝,7,155,447,b2,2018-06-24,,,true
man_SP,11.19,"",決勝,2,94,447,m1,2018-06-24,,,true
man_DT,22.1,"",決勝,"",155,447,b2,2018-06-24,,,true
man_DT,"","",決勝,"",109,447,b3,2018-06-24,DNS,,true
man_DT,33.48,"",決勝,2,94,447,m1,2018-06-24,,,true
man_JT,46.05,"",決勝,7,94,447,m1,2018-06-24,,,true
man_JT,39.3,"",,"",155,447,b2,2018-06-24,,,true
man_LJ,5.54,-0.5,,"",154,448,b2,2018-07-21,,,true
man_LJ,7.37,0.8,,"",110,448,b3,2018-07-21,電通大記録、PB,,true
man_DT,34.41,"",,"",94,448,m1,2018-07-21,,,true
man_JT,44.41,"",,"",94,448,m1,2018-07-21,,,true
man_LJ,6.47,0.7,,"",109,448,b3,2018-07-21,,,true
man_SP,8.09,"",,"",109,448,b3,2018-07-21,,,true
man_HJ,1.8,"",,"",109,448,b3,2018-07-21,,,true
